"ObjectID","GlobalID","CreationDate","Creator","EditDate","Editor","Observer name","Date","Survey occasion","Site ID","Visibility","Observed species occurrence","x","y"
1,"zc7nfv2k-u6mq-u9l9-zvx4-pfm7mh9511jg",2011-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2011-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","peterson_norman",2011-06-01 12:00:00,1,"28","good","no",0,0
2,"8qrr02nl-kytw-bj7m-jv74-slv6fqth08fr",2012-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2012-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","pantusso_ernie",2012-06-01 12:00:00,1,"5","poor","yes",0,0
3,"f2cza35y-6g96-i3w8-r4pp-n7nvcksvwfhf",2013-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2013-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","malone_samuel",2013-06-01 12:00:00,1,"30","good","no",0,0
4,"9tc5yofm-c6j6-7qqm-54hn-c4yauiq45f5z",2014-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2014-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","pantusso_ernie",2014-06-01 12:00:00,1,"37","poor","no",0,0
5,"6f5q10ld-kyj8-7l3e-d9wf-s82rj45z7zqo",2015-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2015-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","tortelli_carla",2015-06-01 12:00:00,1,"85","good","yes",0,0
6,"tpmfsn0e-ogc6-3uy6-gs98-mzi1nhphj35b",2016-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2016-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","chambers_diane",2016-06-01 12:00:00,1,"18","good","yes",0,0
7,"1sk6ksbx-rggw-s3lm-sqw4-nunoc0qd4yn9",2017-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2017-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","tortelli_carla",2017-06-01 12:00:00,1,"86","good","yes",0,0
8,"6rmm8fj8-1l8p-hwf8-f95s-7892r69df3qv",2018-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2018-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","peterson_norman",2018-06-01 12:00:00,1,"26","poor","no",0,0
9,"usf5d2li-hq9k-ql47-aksq-bx5kg0iiii85",2019-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2019-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","pantusso_ernie",2019-06-01 12:00:00,1,"33","poor","no",0,0
10,"dtfoi58r-k5rj-c924-4k0b-3mj4zt2p7m2i",2011-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2011-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","pantusso_ernie",2011-06-01 12:00:00,1,"99","good","no",0,0
11,"yze7qp6g-lt09-sc6l-8vui-ch2bh6zy3bp3",2012-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2012-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","malone_samuel",2012-06-01 12:00:00,1,"29","good","no",0,0
12,"ag3kdlut-0r0s-dpwo-0vtv-sfx1lucm1coe",2013-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2013-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","tortelli_carla",2013-06-01 12:00:00,1,"89","good","yes",0,0
13,"3mcbv1ne-0jzx-3ece-ekdg-qj0ztboh4oht",2014-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2014-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","pantusso_ernie",2014-06-01 12:00:00,1,"1","good","no",0,0
14,"u0ehfm3a-yi9h-yj8b-vd5j-m423uth34ilx",2015-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2015-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","tortelli_carla",2015-06-01 12:00:00,1,"56","good","yes",0,0
15,"qqek0rwp-nf2q-byva-m8zn-tax925id1khe",2016-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2016-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","pantusso_ernie",2016-06-01 12:00:00,1,"57","poor","yes",0,0
16,"8g0wonei-r198-7g1s-8q7x-kokiw5gc3jgp",2017-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2017-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","peterson_norman",2017-06-01 12:00:00,1,"70","poor","yes",0,0
17,"pgcavjft-7y3b-8jss-xrvr-sdsmy8cc13li",2018-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2018-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","peterson_norman",2018-06-01 12:00:00,1,"63","good","yes",0,0
