"ObjectID","GlobalID","CreationDate","Creator","EditDate","Editor","Observer name","Date","Survey occasion","Site ID","Visibility","Observed species occurrence","x","y"
1,"03ugug88-8aa0-mufs-xgvy-l1srl9mm49sv",2011-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2011-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","peterson_norman",2011-06-01 12:00:00,1,"15","good","yes",0,0
2,"94f153d0-dkzu-woa1-ykgy-mb4if6qyshv1",2012-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2012-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","tortelli_carla",2012-06-01 12:00:00,1,"55","good","no",0,0
3,"p7e29xcl-tdnt-tali-3epc-ljnu3h87vz2x",2013-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2013-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","pantusso_ernie",2013-06-01 12:00:00,1,"3","good","no",0,0
4,"xpsyemrm-tgcf-527s-sj18-uh5bq7tlodh1",2014-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2014-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","malone_samuel",2014-06-01 12:00:00,1,"12","good","no",0,0
5,"jd76ecif-xsb5-0jgn-3kd7-eivtcd34uqq3",2015-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2015-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","malone_samuel",2015-06-01 12:00:00,1,"18","good","yes",0,0
6,"677q1xlg-vbno-e7j7-o2nk-mh1qxqenhdyu",2016-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2016-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","pantusso_ernie",2016-06-01 12:00:00,1,"85","poor","no",0,0
7,"oqhk3vs8-e482-wcji-79pm-j8fk8pa90gn3",2017-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2017-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","malone_samuel",2017-06-01 12:00:00,1,"73","good","yes",0,0
8,"3k44i9k2-dx9w-b640-fftu-jsiqkyxvvmob",2018-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2018-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","peterson_norman",2018-06-01 12:00:00,1,"72","good","yes",0,0
9,"3j6z56pq-54eo-3iqv-8sq5-ufbrbtjj9thc",2019-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2019-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","peterson_norman",2019-06-01 12:00:00,1,"32","good","yes",0,0
10,"ls9ps3a3-9dgq-wmck-wflv-0bfdmc1fig5n",2011-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2011-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","clavin_clifford",2011-06-01 12:00:00,1,"92","good","no",0,0
11,"jdc97f2e-n1zb-2mgx-hf1l-09yhe0lgnykb",2012-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2012-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","malone_samuel",2012-06-01 12:00:00,1,"88","good","no",0,0
12,"njz3vguk-o212-2g81-wlzm-ohs9juvxfmzm",2013-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2013-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","tortelli_carla",2013-06-01 12:00:00,1,"79","poor","no",0,0
13,"xh77umqk-yw93-0fuq-227f-cjnc92ypyzpr",2014-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2014-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","clavin_clifford",2014-06-01 12:00:00,1,"97","poor","no",0,0
14,"3mbsc795-s4ql-hsac-d309-qp30w48l3rgu",2015-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2015-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","peterson_norman",2015-06-01 12:00:00,1,"19","good","no",0,0
15,"eim95z0u-j3ai-igoh-llyu-5dvdl04tq4yo",2016-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2016-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","pantusso_ernie",2016-06-01 12:00:00,1,"22","good","yes",0,0
16,"o8w4uroy-wsaf-gx7o-u2ld-p02zadv4b47w",2017-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2017-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","malone_samuel",2017-06-01 12:00:00,1,"1","good","no",0,0
17,"ltzclgjx-5tzt-yd5m-8mve-85o7n7vhiysb",2018-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2018-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","tortelli_carla",2018-06-01 12:00:00,1,"94","good","yes",0,0
18,"8qohybs5-iqmb-980z-s9by-j3c6fjx41a05",2019-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2019-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","peterson_norman",2019-06-01 12:00:00,1,"78","poor","no",0,0
19,"5hm7w4ig-ei1j-ijbz-buqe-mqu8k0ud6tkg",2011-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2011-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","chambers_diane",2011-06-01 12:00:00,1,"13","poor","no",0,0
20,"4k8k4yv6-5ory-car6-l1gy-zwej0z9iwc1p",2012-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2012-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","peterson_norman",2012-06-01 12:00:00,1,"51","good","no",0,0
21,"goq24zkm-39mc-s594-dkx5-kc6n9w5w9r0r",2013-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2013-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","peterson_norman",2013-06-02 12:00:00,2,"15","good","no",0,0
22,"11k05fjm-h7fo-uha1-5233-ot3hlyk7hzsd",2014-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2014-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","tortelli_carla",2014-06-02 12:00:00,2,"55","poor","no",0,0
23,"2m8rtdr3-9p3n-ihf9-kqz6-x1fvkd16v6jd",2015-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2015-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","pantusso_ernie",2015-06-02 12:00:00,2,"3","good","yes",0,0
24,"nslcz6gb-934u-c9hg-pxv0-j4myjj0adfqw",2016-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2016-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","malone_samuel",2016-06-02 12:00:00,2,"12","good","no",0,0
25,"zm86xfih-gfge-s0ri-kxsi-8mo760voa37b",2017-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2017-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","malone_samuel",2017-06-02 12:00:00,2,"18","good","no",0,0
26,"e9lcvlrq-shey-jigr-4d3g-ez8q5i253q8w",2018-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2018-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","pantusso_ernie",2018-06-02 12:00:00,2,"85","poor","no",0,0
27,"lweahs50-5hiq-haph-ftl6-1kqlvnnt1psb",2019-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2019-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","malone_samuel",2019-06-02 12:00:00,2,"73","poor","no",0,0
28,"7xpu7o8l-be7o-21lh-1xgq-7js9ypshzlrl",2011-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2011-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","peterson_norman",2011-06-02 12:00:00,2,"72","good","yes",0,0
29,"0y6lgm79-mp08-3i2e-02qk-3ws5a4dk6w5l",2012-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2012-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","peterson_norman",2012-06-02 12:00:00,2,"32","good","yes",0,0
30,"8bfcrtl2-qhow-7o6w-oqyt-r2chmr5pcmmh",2013-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2013-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","clavin_clifford",2013-06-02 12:00:00,2,"92","poor","no",0,0
31,"28chvmsm-maxh-9bob-fw0h-ykueznaddo66",2014-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2014-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","malone_samuel",2014-06-02 12:00:00,2,"88","good","no",0,0
32,"eubxcitg-gll4-1jpb-z1q3-dn30i4t9yg8k",2015-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2015-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","tortelli_carla",2015-06-02 12:00:00,2,"79","good","no",0,0
33,"psn0fmuc-ir9l-xapj-k1fd-rc24o45vl6di",2016-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2016-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","clavin_clifford",2016-06-02 12:00:00,2,"97","poor","yes",0,0
34,"dde634kl-3wnj-2mlf-bk17-dxf6ilqb7i0s",2017-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2017-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","peterson_norman",2017-06-02 12:00:00,2,"19","good","no",0,0
35,"pqhk7vpi-o88w-awbp-037f-jq0c7o51l8zo",2018-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2018-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","pantusso_ernie",2018-06-02 12:00:00,2,"22","poor","yes",0,0
36,"zrg2n1v8-8yyp-lpo3-972y-l0bl6rrsrme3",2019-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2019-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","malone_samuel",2019-06-02 12:00:00,2,"1","poor","no",0,0
37,"vh1wdxks-ybsv-vpuc-fhcc-9uk3mmegcblm",2011-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2011-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","tortelli_carla",2011-06-02 12:00:00,2,"94","good","yes",0,0
38,"h17pu0tv-rw1c-1bko-bqni-aof91s4t8s1t",2012-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2012-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","peterson_norman",2012-06-02 12:00:00,2,"78","good","no",0,0
39,"y9qev44d-mzdw-w1ym-tnha-hbr5oldbfr6u",2013-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2013-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","chambers_diane",2013-06-02 12:00:00,2,"13","poor","no",0,0
40,"2r9jwrnp-j8k6-0q2h-5zpc-ej3j2nkuud4l",2014-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2014-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","peterson_norman",2014-06-02 12:00:00,2,"51","good","no",0,0
41,"01rtcmz5-j0di-a78j-s0eq-lumumi76jkkn",2015-06-03 12:00:00,"jared_laufenberg@fws.gov_fws",2015-06-03 12:00:00,"jared_laufenberg@fws.gov_fws","peterson_norman",2015-06-03 12:00:00,3,"15","poor","yes",0,0
42,"krd9xqyx-zizx-woyi-l98o-8fpnlac7owar",2016-06-03 12:00:00,"jared_laufenberg@fws.gov_fws",2016-06-03 12:00:00,"jared_laufenberg@fws.gov_fws","tortelli_carla",2016-06-03 12:00:00,3,"55","good","no",0,0
43,"b3h3ybbq-lzaf-ynex-5f6d-wy4mzt0ml0vx",2017-06-03 12:00:00,"jared_laufenberg@fws.gov_fws",2017-06-03 12:00:00,"jared_laufenberg@fws.gov_fws","pantusso_ernie",2017-06-03 12:00:00,3,"3","good","yes",0,0
44,"r2h8jnmt-fg55-67ml-8557-b1hnzzya7ay8",2018-06-03 12:00:00,"jared_laufenberg@fws.gov_fws",2018-06-03 12:00:00,"jared_laufenberg@fws.gov_fws","malone_samuel",2018-06-03 12:00:00,3,"12","good","yes",0,0
45,"9ouzgz8k-i3q9-3w3s-54mf-djxsf8lzz38y",2019-06-03 12:00:00,"jared_laufenberg@fws.gov_fws",2019-06-03 12:00:00,"jared_laufenberg@fws.gov_fws","malone_samuel",2019-06-03 12:00:00,3,"18","good","no",0,0
46,"6dtkvdgr-dbxp-0om7-0nti-ar2x6o0p5arm",2011-06-03 12:00:00,"jared_laufenberg@fws.gov_fws",2011-06-03 12:00:00,"jared_laufenberg@fws.gov_fws","pantusso_ernie",2011-06-03 12:00:00,3,"85","poor","no",0,0
47,"2uzaokbn-16xq-xb72-ben1-3z2sd56vvxe0",2012-06-03 12:00:00,"jared_laufenberg@fws.gov_fws",2012-06-03 12:00:00,"jared_laufenberg@fws.gov_fws","malone_samuel",2012-06-03 12:00:00,3,"73","poor","no",0,0
48,"utizeywc-vig9-65it-0p3q-6q48qv2shwc5",2013-06-03 12:00:00,"jared_laufenberg@fws.gov_fws",2013-06-03 12:00:00,"jared_laufenberg@fws.gov_fws","peterson_norman",2013-06-03 12:00:00,3,"72","poor","no",0,0
49,"xe2unw8w-t5bn-ddup-zlqk-sn7ej532q8ce",2014-06-03 12:00:00,"jared_laufenberg@fws.gov_fws",2014-06-03 12:00:00,"jared_laufenberg@fws.gov_fws","peterson_norman",2014-06-03 12:00:00,3,"32","good","no",0,0
50,"udaj3hlx-3y27-c13u-3wpr-1wfyao7grm24",2015-06-03 12:00:00,"jared_laufenberg@fws.gov_fws",2015-06-03 12:00:00,"jared_laufenberg@fws.gov_fws","clavin_clifford",2015-06-03 12:00:00,3,"92","good","no",0,0
51,"f0c4kdgo-3rcy-pbkq-50n9-922hlgs3vben",2016-06-03 12:00:00,"jared_laufenberg@fws.gov_fws",2016-06-03 12:00:00,"jared_laufenberg@fws.gov_fws","malone_samuel",2016-06-03 12:00:00,3,"88","good","no",0,0
52,"mo1tuy3i-999q-ewis-uy3e-jlyqgepcbvw2",2017-06-03 12:00:00,"jared_laufenberg@fws.gov_fws",2017-06-03 12:00:00,"jared_laufenberg@fws.gov_fws","tortelli_carla",2017-06-03 12:00:00,3,"79","good","yes",0,0
53,"cs94n5yw-lrnl-3sie-0usx-r47zxx7gfr12",2018-06-03 12:00:00,"jared_laufenberg@fws.gov_fws",2018-06-03 12:00:00,"jared_laufenberg@fws.gov_fws","clavin_clifford",2018-06-03 12:00:00,3,"97","good","yes",0,0
54,"dqzexymy-5a2n-szvw-a2y1-f47m20w5n5wt",2019-06-03 12:00:00,"jared_laufenberg@fws.gov_fws",2019-06-03 12:00:00,"jared_laufenberg@fws.gov_fws","peterson_norman",2019-06-03 12:00:00,3,"19","good","no",0,0
55,"upld8hd2-6p9q-ocdx-abib-5hoehrccrz4n",2011-06-03 12:00:00,"jared_laufenberg@fws.gov_fws",2011-06-03 12:00:00,"jared_laufenberg@fws.gov_fws","pantusso_ernie",2011-06-03 12:00:00,3,"22","poor","yes",0,0
56,"i8zchb08-he4k-yl7q-t8w2-r712objdagvr",2012-06-03 12:00:00,"jared_laufenberg@fws.gov_fws",2012-06-03 12:00:00,"jared_laufenberg@fws.gov_fws","malone_samuel",2012-06-03 12:00:00,3,"1","poor","no",0,0
57,"ihr39w2i-pbik-cy1x-pqjp-dcrcwzxl3hl6",2013-06-03 12:00:00,"jared_laufenberg@fws.gov_fws",2013-06-03 12:00:00,"jared_laufenberg@fws.gov_fws","tortelli_carla",2013-06-03 12:00:00,3,"94","poor","no",0,0
58,"zozky5dl-d0sg-c1k9-nn0v-a1si03zs8i5g",2014-06-03 12:00:00,"jared_laufenberg@fws.gov_fws",2014-06-03 12:00:00,"jared_laufenberg@fws.gov_fws","peterson_norman",2014-06-03 12:00:00,3,"78","poor","no",0,0
59,"e70wz527-yy93-rwzk-66at-fp5tlni2ku3l",2015-06-03 12:00:00,"jared_laufenberg@fws.gov_fws",2015-06-03 12:00:00,"jared_laufenberg@fws.gov_fws","chambers_diane",2015-06-03 12:00:00,3,"13","poor","no",0,0
60,"dahi4a88-3yvo-aixh-l1d5-ixixcia41unj",2016-06-03 12:00:00,"jared_laufenberg@fws.gov_fws",2016-06-03 12:00:00,"jared_laufenberg@fws.gov_fws","peterson_norman",2016-06-03 12:00:00,3,"51","good","no",0,0
61,"019a3f4s-qgsy-c3ef-q1j0-n8c8p0sc5swt",2017-06-04 12:00:00,"jared_laufenberg@fws.gov_fws",2017-06-04 12:00:00,"jared_laufenberg@fws.gov_fws","peterson_norman",2017-06-04 12:00:00,4,"15","poor","yes",0,0
62,"jp53rs4u-9qi4-1tsb-skij-l4mfpht3ne0q",2018-06-04 12:00:00,"jared_laufenberg@fws.gov_fws",2018-06-04 12:00:00,"jared_laufenberg@fws.gov_fws","tortelli_carla",2018-06-04 12:00:00,4,"55","poor","yes",0,0
63,"tas106zf-nzzp-grfu-rve0-jzp35kzjte4i",2019-06-04 12:00:00,"jared_laufenberg@fws.gov_fws",2019-06-04 12:00:00,"jared_laufenberg@fws.gov_fws","pantusso_ernie",2019-06-04 12:00:00,4,"3","good","no",0,0
64,"xziaplrb-xyej-jur9-vds2-u3ioudqzu8r3",2011-06-04 12:00:00,"jared_laufenberg@fws.gov_fws",2011-06-04 12:00:00,"jared_laufenberg@fws.gov_fws","malone_samuel",2011-06-04 12:00:00,4,"12","good","no",0,0
