"ObjectID","GlobalID","CreationDate","Creator","EditDate","Editor","Observer name","Date","Survey occasion","Site ID","Visibility","Observed species occurrence","x","y"
1,"di15w194-p9fc-uc5n-4k0g-p00d6boiu7mb",2011-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2011-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","malone_samuel",2011-06-01 12:00:00,1,"38","good","no",0,0
2,"795qubrg-jj81-a5he-ln6z-ghg1to01j4ns",2012-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2012-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","malone_samuel",2012-06-01 12:00:00,1,"84","poor","yes",0,0
3,"bje8vspg-pjva-9mib-khl9-6o2bz1e0xz8p",2013-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2013-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","chambers_diane",2013-06-01 12:00:00,1,"12","poor","no",0,0
4,"pl6t8ojt-w6ad-25ql-hluh-72mt9lbhhl5l",2014-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2014-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","chambers_diane",2014-06-01 12:00:00,1,"59","poor","no",0,0
5,"6mf0kagx-1ya5-bbxd-ne61-drtmk7l4x4ew",2015-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2015-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","pantusso_ernie",2015-06-01 12:00:00,1,"63","poor","no",0,0
6,"k202yef0-1588-0uqi-rrfm-qozmlt3ht0m1",2016-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2016-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","clavin_clifford",2016-06-01 12:00:00,1,"1","good","no",0,0
7,"rflecc5e-bmto-88zk-8n1u-g6yn5t9ik5gp",2017-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2017-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","clavin_clifford",2017-06-01 12:00:00,1,"72","good","no",0,0
8,"doz8keeo-6erp-s61n-hq03-c74up1vrllrs",2018-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2018-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","pantusso_ernie",2018-06-01 12:00:00,1,"79","good","no",0,0
9,"o7r23hks-53qa-oc34-sfri-p5y73mc1oued",2019-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2019-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","clavin_clifford",2019-06-01 12:00:00,1,"11","good","no",0,0
10,"7mc5noaw-16fn-i1vw-x791-431ex27djppe",2011-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2011-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","malone_samuel",2011-06-01 12:00:00,1,"14","good","yes",0,0
11,"s5s8tt5c-rdgp-nlfy-rdwc-h28ukmfknaqb",2012-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2012-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","peterson_norman",2012-06-01 12:00:00,1,"40","good","yes",0,0
12,"vxx2hgsf-ycsd-zdfj-pt2g-zwmdw8q1lzqj",2013-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2013-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","tortelli_carla",2013-06-01 12:00:00,1,"4","good","no",0,0
13,"il15y2n7-gy51-12e0-kuho-ledzbnvao69v",2014-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2014-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","pantusso_ernie",2014-06-01 12:00:00,1,"78","good","yes",0,0
14,"gau8sjc9-6g9e-x38v-8di0-fa2ap6kw3d3c",2015-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2015-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","pantusso_ernie",2015-06-01 12:00:00,1,"94","good","yes",0,0
15,"rvjlop51-miuf-kjua-jx37-48840ktx7fui",2016-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2016-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","peterson_norman",2016-06-01 12:00:00,1,"34","good","yes",0,0
16,"notz1n57-j8gi-qgbt-5kcj-tkcr8dpt46b1",2017-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2017-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","clavin_clifford",2017-06-01 12:00:00,1,"35","poor","no",0,0
17,"msfc8l6u-3tw0-egwy-0d1u-6xxj9gx71uva",2018-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2018-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","malone_samuel",2018-06-01 12:00:00,1,"95","poor","no",0,0
18,"dvis3mwh-giax-wzdc-xsuq-c0pny7oeim6x",2019-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2019-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","tortelli_carla",2019-06-01 12:00:00,1,"76","good","yes",0,0
19,"qcnhw4m5-0f9k-0tc3-rai3-ksswljeh8z7n",2011-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2011-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","malone_samuel",2011-06-01 12:00:00,1,"68","good","yes",0,0
20,"9n8qziyg-0li4-a8cf-0oe0-o6r5y2vmi51s",2012-06-01 12:00:00,"jared_laufenberg@fws.gov_fws",2012-06-01 12:00:00,"jared_laufenberg@fws.gov_fws","malone_samuel",2012-06-01 12:00:00,1,"28","poor","no",0,0
21,"4xw5aktc-3ttt-wtdf-7dcw-6xix8b2mysaw",2013-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2013-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","malone_samuel",2013-06-02 12:00:00,2,"38","poor","no",0,0
22,"92luwtyi-hm5y-9q13-uawx-at544oseol9x",2014-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2014-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","malone_samuel",2014-06-02 12:00:00,2,"84","good","yes",0,0
23,"uochs2ij-togx-4ri9-aje3-j6tmdplz3b35",2015-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2015-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","chambers_diane",2015-06-02 12:00:00,2,"12","good","yes",0,0
24,"18n0l4uh-0jdh-zng8-lbf8-etrmwzeiu3pw",2016-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2016-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","chambers_diane",2016-06-02 12:00:00,2,"59","good","yes",0,0
25,"uz7vb6jm-wuy7-zmqu-12rj-3l68hv6czha2",2017-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2017-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","pantusso_ernie",2017-06-02 12:00:00,2,"63","good","no",0,0
26,"fccf46i6-4eab-bx21-1twg-mxxq2cxk9smc",2018-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2018-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","clavin_clifford",2018-06-02 12:00:00,2,"1","poor","no",0,0
27,"mr4denv3-2hwu-o1bm-5y9y-lygmm80z1ocw",2019-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2019-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","clavin_clifford",2019-06-02 12:00:00,2,"72","good","yes",0,0
28,"7nlt3mma-4gwn-1g46-lhg4-z81ssmj4c798",2011-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2011-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","pantusso_ernie",2011-06-02 12:00:00,2,"79","good","yes",0,0
29,"pasuvgm9-bxnh-nbij-xdx3-98e9o5g67pv5",2012-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2012-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","clavin_clifford",2012-06-02 12:00:00,2,"11","good","yes",0,0
30,"nx77ofmc-u29a-d7tr-7gzb-82s93enmq20t",2013-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2013-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","malone_samuel",2013-06-02 12:00:00,2,"14","good","yes",0,0
31,"z8jgphnc-17me-r26k-ywml-85ozfvd4j123",2014-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2014-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","peterson_norman",2014-06-02 12:00:00,2,"40","good","yes",0,0
32,"phi8tjnu-rtam-icao-1tu5-h8h8p4z54k82",2015-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2015-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","tortelli_carla",2015-06-02 12:00:00,2,"4","good","no",0,0
33,"yeasrtb1-iukg-pbqz-aler-18bl1khhexkx",2016-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2016-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","pantusso_ernie",2016-06-02 12:00:00,2,"78","good","no",0,0
34,"949znrvg-ft5x-qmje-vrur-sutlaxej8ntu",2017-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2017-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","pantusso_ernie",2017-06-02 12:00:00,2,"94","good","yes",0,0
35,"k4gjn9q2-urik-qmrc-8ea1-vjvqx71mkak5",2018-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2018-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","peterson_norman",2018-06-02 12:00:00,2,"34","good","yes",0,0
36,"3ijheaur-3set-aijp-m9z0-jveenpc3ad0q",2019-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2019-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","clavin_clifford",2019-06-02 12:00:00,2,"35","good","no",0,0
37,"foadh75x-zy10-yx90-s0oq-y64r8bsv7y3t",2011-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2011-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","malone_samuel",2011-06-02 12:00:00,2,"95","good","no",0,0
38,"z5v3fgne-czmb-7brf-h3sb-ov6shtioievq",2012-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2012-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","tortelli_carla",2012-06-02 12:00:00,2,"76","good","yes",0,0
39,"9iaklgrz-qmbb-3t9b-rtuh-kkr0v7z5v8rd",2013-06-02 12:00:00,"jared_laufenberg@fws.gov_fws",2013-06-02 12:00:00,"jared_laufenberg@fws.gov_fws","malone_samuel",2013-06-02 12:00:00,2,"68","good","no",0,0
